TAZ,AGG_TAZ,PUMA,DISTRICT,REGION,SCHOOLDISTRICT
8474,847,16,6,1,31
8475,847,16,6,1,31
8476,847,16,6,1,31
8477,847,16,6,1,31
8481,848,16,6,1,31
8482,848,16,6,1,31
8483,848,16,6,1,31
8484,848,16,6,1,31
8485,848,10,5,1,31
8501,850,9,5,1,32
8502,850,9,5,1,32
8503,850,999,999,1,33
8504,850,999,999,1,33
8505,850,10,5,1,34
8506,850,999,999,1,34
8507,850,9,5,1,34
8508,850,9,5,1,34
8511,851,9,5,1,35
8512,851,999,999,1,36
8513,851,9,5,1,36
8601,860,11,5,1,37
8602,860,11,5,1,37
8603,860,11,5,1,37
8604,860,11,5,1,37
8605,860,11,5,1,37
8606,860,11,5,1,37
8611,861,11,5,1,37
8612,861,11,5,1,37
8613,861,11,5,1,37
8614,861,11,5,1,37
8615,861,11,5,1,37
8621,862,11,5,1,37
8622,862,11,5,1,37
8623,862,11,5,1,37
8624,862,11,5,1,37
8625,862,11,5,1,37
8626,862,11,5,1,37
8631,863,11,5,1,37
8632,863,11,5,1,37
8633,863,11,5,1,37
8641,864,11,5,1,37
8642,864,11,5,1,37
8651,865,11,5,1,38
8652,865,999,999,1,38
8653,865,11,5,1,38
8661,866,16,6,1,39
8662,866,16,6,1,39
8663,866,16,6,1,39
8664,866,16,6,1,39
8665,866,16,6,1,39
8666,866,16,6,1,39
8671,867,11,5,1,40
8672,867,999,999,1,40
8673,867,11,5,1,40
8674,867,16,6,1,40
8681,868,11,5,1,41
8682,868,999,999,1,41
8683,868,999,999,1,41
8684,868,999,999,1,41
8685,868,999,999,1,41
8691,869,12,5,1,42
8692,869,12,5,1,42
8693,869,12,5,1,42
8694,869,999,999,1,0
8711,871,999,999,1,0
8712,871,999,999,1,0
8721,872,999,999,1,0
8722,872,999,999,1,0
8723,872,999,999,1,0
8724,872,999,999,1,0
8731,873,999,999,1,0
8732,873,999,999,1,0
8741,874,999,999,1,0
8742,874,999,999,1,0
8743,874,999,999,1,0
8744,874,999,999,1,0
8745,874,999,999,1,0
8810,881,999,999,1,0
8811,881,999,999,1,0
8812,881,999,999,1,0
8813,881,999,999,1,0
8814,881,999,999,1,0
8815,881,999,999,1,0
8821,882,999,999,1,0
8822,882,999,999,1,0
8823,882,999,999,1,0
8824,882,999,999,1,0
8825,882,999,999,1,0
8831,883,999,999,1,0
8832,883,999,999,1,0
8833,883,999,999,1,0
8834,883,999,999,1,0
8841,884,999,999,1,0
8842,884,999,999,1,0
8843,884,999,999,1,0
8851,885,999,999,1,0
8852,885,999,999,1,0
8861,886,999,999,1,0
8862,886,12,5,1,43
8863,886,999,999,1,0
8864,886,999,999,1,0
8871,887,999,999,1,0
8881,888,11,5,1,44
8882,888,11,5,1,44
8911,891,999,999,1,0
8912,891,999,999,1,0
8913,891,999,999,1,0
8914,891,999,999,1,0
8921,892,999,999,1,0
8922,892,999,999,1,0
8923,892,999,999,1,0
8924,892,999,999,1,0
8931,893,999,999,1,0
8932,893,999,999,1,0
8941,894,999,999,1,0
8942,894,999,999,1,0
8943,894,999,999,1,0
8944,894,999,999,1,0
8951,895,999,999,1,0
8952,895,999,999,1,0
8953,895,999,999,1,0
8954,895,999,999,1,0
8955,895,999,999,1,0
8956,895,999,999,1,0
8957,895,999,999,1,0
8961,896,999,999,1,0
8962,896,999,999,1,0
8963,896,999,999,1,0
8964,896,999,999,1,0
8965,896,999,999,1,0
8966,896,999,999,1,0
8970,897,999,999,1,0
8971,897,999,999,1,0
8972,897,999,999,1,0
8973,897,999,999,1,0
8974,897,999,999,1,0
8975,897,999,999,1,0
8976,897,999,999,1,0
8977,897,999,999,1,0
8978,897,999,999,1,0
8979,897,999,999,1,0
